source_record_id,article_feature_match_method,article_feature_match_conflict,article_feature_source,competing_orders,gap_symmetry,pairing_mechanism,dopant_defect,article_feature_any_available
sc_atlas:23982,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:23984,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:29063,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Ni""]",1
sc_atlas:30267,doi_exact,,all_11200_article_features.xlsx:文章主表,,,spin fluctuations,"[""Ni""]",1
sc_atlas:30266,doi_exact,,all_11200_article_features.xlsx:文章主表,,,spin fluctuations,"[""Ni""]",1
sc_atlas:30265,doi_exact,,all_11200_article_features.xlsx:文章主表,,,spin fluctuations,"[""Ni""]",1
sc_atlas:16852,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16848,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16853,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16849,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16854,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16850,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16855,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16851,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:33521,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:33522,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:33523,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:25039,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""oxygen vacancy""]",1
sc_atlas:30448,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,,"[""Zn""]",1
sc_atlas:26117,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Co""]",1
sc_atlas:33546,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:34418,doi_exact,,all_11200_article_features.xlsx:文章主表,long-range magnetic order of Eu^{2+} magnetic moments,,,,1
sc_atlas:34419,doi_exact,,all_11200_article_features.xlsx:文章主表,long-range magnetic order of Eu^{2+} magnetic moments,,,,1
sc_atlas:18627,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18628,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18629,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18630,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36076,doi_exact,,all_11200_article_features.xlsx:文章主表,insulating-like phase,,electron-electron interaction,"[""Ga""]",1
sc_atlas:36077,doi_exact,,all_11200_article_features.xlsx:文章主表,insulating-like phase,,electron-electron interaction,"[""Ga""]",1
sc_atlas:36074,doi_exact,,all_11200_article_features.xlsx:文章主表,insulating-like phase,,electron-electron interaction,"[""Ga""]",1
sc_atlas:36075,doi_exact,,all_11200_article_features.xlsx:文章主表,insulating-like phase,,electron-electron interaction,"[""Ga""]",1
sc_atlas:36073,doi_exact,,all_11200_article_features.xlsx:文章主表,insulating-like phase,,electron-electron interaction,"[""Ga""]",1
sc_atlas:16166,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16165,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31436,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31437,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:37913,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:37912,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:37911,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:37910,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:37909,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:38635,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,magnetic fluctuations,,1
sc_atlas:38633,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,magnetic fluctuations,,1
sc_atlas:32406,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31858,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:28339,doi_exact,,all_11200_article_features.xlsx:文章主表,ordered state of Fe vacancies,,,"[""Fe vacancy""]",1
sc_atlas:28333,doi_exact,,all_11200_article_features.xlsx:文章主表,ordered state of Fe vacancies,,,"[""Fe vacancy""]",1
sc_atlas:28334,doi_exact,,all_11200_article_features.xlsx:文章主表,ordered state of Fe vacancies,,,"[""Fe vacancy""]",1
sc_atlas:28336,doi_exact,,all_11200_article_features.xlsx:文章主表,ordered state of Fe vacancies,,,"[""Fe vacancy""]",1
sc_atlas:28047,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s-wave"",""Δ(φ,T)=Δ₀(T)sin(6φ)""]",,,1
sc_atlas:29483,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s-wave"",""Δ(φ,T)=Δ₀(T)sin(6φ)""]",,,1
sc_atlas:28046,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s-wave"",""Δ(φ,T)=Δ₀(T)sin(6φ)""]",,,1
sc_atlas:28045,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s-wave"",""Δ(φ,T)=Δ₀(T)sin(6φ)""]",,,1
sc_atlas:14658,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14656,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14663,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14662,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14655,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14661,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14654,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14659,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14657,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14653,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14660,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14664,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14665,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36130,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:36128,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:36127,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:36129,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:36126,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:33680,doi_exact,,all_11200_article_features.xlsx:文章主表,,p_{x} \pm i p_{y},,,1
sc_atlas:33683,doi_exact,,all_11200_article_features.xlsx:文章主表,,p_{x} \pm i p_{y},,,1
sc_atlas:33682,doi_exact,,all_11200_article_features.xlsx:文章主表,,p_{x} \pm i p_{y},,,1
sc_atlas:33679,doi_exact,,all_11200_article_features.xlsx:文章主表,,p_{x} \pm i p_{y},,,1
sc_atlas:27658,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""antiferromagnetic ordering"",""orthorhombic lattice distortion""]",s^{\pm} symmetry,,"[""K""]",1
sc_atlas:27657,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""antiferromagnetic ordering"",""orthorhombic lattice distortion""]",s^{\pm} symmetry,,"[""K""]",1
sc_atlas:27656,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""antiferromagnetic ordering"",""orthorhombic lattice distortion""]",s^{\pm} symmetry,,"[""K""]",1
sc_atlas:29315,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,s_{\pm}-wave,,"[""Co""]",1
sc_atlas:29314,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,s_{\pm}-wave,,"[""Co""]",1
sc_atlas:29313,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,s_{\pm}-wave,,"[""Co""]",1
sc_atlas:28160,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,,"[""K""]",1
sc_atlas:28159,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,,"[""K""]",1
sc_atlas:28158,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,,"[""K""]",1
sc_atlas:26182,doi_exact,,all_11200_article_features.xlsx:文章主表,ferromagnetism,,,,1
sc_atlas:26178,doi_exact,,all_11200_article_features.xlsx:文章主表,ferromagnetism,,,,1
sc_atlas:26180,doi_exact,,all_11200_article_features.xlsx:文章主表,ferromagnetism,,,,1
sc_atlas:26179,doi_exact,,all_11200_article_features.xlsx:文章主表,ferromagnetism,,,,1
sc_atlas:29908,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""antiferromagnetic order"",""spin density wave order""]","[""s-wave"",""s± pairing symmetry""]",,"[""K"",""Co""]",1
sc_atlas:29909,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""antiferromagnetic order"",""spin density wave order""]","[""s-wave"",""s± pairing symmetry""]",,"[""K"",""Co""]",1
sc_atlas:34589,doi_exact,,all_11200_article_features.xlsx:文章主表,charge ordered state,,"[""long-range electron-electron interactions"",""charge fluctuations""]",,1
sc_atlas:30994,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,magnetic order,s-wave,,"[""Na""]",1
sc_atlas:30993,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,magnetic order,s-wave,,"[""Na""]",1
sc_atlas:36299,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""(s+s)-wave"",""d-wave""]",,,1
sc_atlas:36296,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""(s+s)-wave"",""d-wave""]",,,1
sc_atlas:36297,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""(s+s)-wave"",""d-wave""]",,,1
sc_atlas:39814,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,spin fluctuation,line-nodal superconducting gap,spin fluctuation,"[""interstitial Fe""]",1
sc_atlas:17492,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17491,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17490,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:27866,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""spin-density-wave ordering"",""antiferromagnetic order""]",s_{\pm}-wave,,"[""P""]",1
sc_atlas:27865,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""spin-density-wave ordering"",""antiferromagnetic order""]",s_{\pm}-wave,,"[""P""]",1
sc_atlas:27864,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""spin-density-wave ordering"",""antiferromagnetic order""]",s_{\pm}-wave,,"[""P""]",1
sc_atlas:39869,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,chiral d-wave,strong correlations,,1
sc_atlas:37402,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""A_{1u}"",""B_{1u}"",""B_{2u}"",""B_{3u}""]",,,1
sc_atlas:36315,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36314,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36316,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:33265,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon coupling,,1
sc_atlas:33264,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon coupling,,1
sc_atlas:16882,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16881,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16884,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16883,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16885,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:35407,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""N-interstitial defects""]",1
sc_atlas:35405,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""N-interstitial defects""]",1
sc_atlas:35406,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""N-interstitial defects""]",1
sc_atlas:35403,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""N-interstitial defects""]",1
sc_atlas:35408,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""N-interstitial defects""]",1
sc_atlas:35409,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""N-interstitial defects""]",1
sc_atlas:35404,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""N-interstitial defects""]",1
sc_atlas:32512,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,spin density wave,"[""s_{\\pm}"",""d_{x^{2}-y^{2}}""]",spin-fluctuation mediated,"[""K""]",1
sc_atlas:32513,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,spin density wave,"[""s_{\\pm}"",""d_{x^{2}-y^{2}}""]",spin-fluctuation mediated,"[""K""]",1
sc_atlas:32511,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,spin density wave,"[""s_{\\pm}"",""d_{x^{2}-y^{2}}""]",spin-fluctuation mediated,"[""K""]",1
sc_atlas:32510,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,spin density wave,"[""s_{\\pm}"",""d_{x^{2}-y^{2}}""]",spin-fluctuation mediated,"[""K""]",1
sc_atlas:32508,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,spin density wave,"[""s_{\\pm}"",""d_{x^{2}-y^{2}}""]",spin-fluctuation mediated,"[""K""]",1
sc_atlas:32509,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,spin density wave,"[""s_{\\pm}"",""d_{x^{2}-y^{2}}""]",spin-fluctuation mediated,"[""K""]",1
sc_atlas:32507,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,spin density wave,"[""s_{\\pm}"",""d_{x^{2}-y^{2}}""]",spin-fluctuation mediated,"[""K""]",1
sc_atlas:32506,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,spin density wave,"[""s_{\\pm}"",""d_{x^{2}-y^{2}}""]",spin-fluctuation mediated,"[""K""]",1
sc_atlas:30896,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electronic coupling mechanism,"[""P""]",1
sc_atlas:30894,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electronic coupling mechanism,"[""P""]",1
sc_atlas:30895,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electronic coupling mechanism,"[""P""]",1
sc_atlas:29817,doi_exact,,all_11200_article_features.xlsx:文章主表,,d-wave,"[""antiferromagnetic spin fluctuations"",""composite pairing""]",,1
sc_atlas:29816,doi_exact,,all_11200_article_features.xlsx:文章主表,,d-wave,"[""antiferromagnetic spin fluctuations"",""composite pairing""]",,1
sc_atlas:24015,doi_exact,,all_11200_article_features.xlsx:文章主表,,isotropic s-wave pairing,electron-phonon interaction,,1
sc_atlas:24014,doi_exact,,all_11200_article_features.xlsx:文章主表,,isotropic s-wave pairing,electron-phonon interaction,,1
sc_atlas:29189,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon pairing interaction,,1
sc_atlas:29188,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon pairing interaction,,1
sc_atlas:38123,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s-wave"",""d-wave""]",electronic correlations,"[""Fe""]",1
sc_atlas:38122,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s-wave"",""d-wave""]",electronic correlations,"[""Fe""]",1
sc_atlas:38121,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s-wave"",""d-wave""]",electronic correlations,"[""Fe""]",1
sc_atlas:38120,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s-wave"",""d-wave""]",electronic correlations,"[""Fe""]",1
sc_atlas:38119,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s-wave"",""d-wave""]",electronic correlations,"[""Fe""]",1
sc_atlas:26520,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:26519,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:28197,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic ordering,,,"[""Cs"",""Fe vacancy""]",1
sc_atlas:28198,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic ordering,,,"[""Cs"",""Fe vacancy""]",1
sc_atlas:27553,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Co""]",1
sc_atlas:27552,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Co""]",1
sc_atlas:27551,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Co""]",1
sc_atlas:27550,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Co""]",1
sc_atlas:32279,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Se""]",1
sc_atlas:32280,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Se""]",1
sc_atlas:32281,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Se""]",1
sc_atlas:33301,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:27848,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""Fe3O4 inclusions"",""hexagonal symmetry regions of Fe7Se8 type""]",,,,1
sc_atlas:27847,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""Fe3O4 inclusions"",""hexagonal symmetry regions of Fe7Se8 type""]",,,,1
sc_atlas:26172,doi_exact,,all_11200_article_features.xlsx:文章主表,,,antiferromagnetic spin fluctuations,"[""Ir""]",1
sc_atlas:26175,doi_exact,,all_11200_article_features.xlsx:文章主表,,,antiferromagnetic spin fluctuations,"[""Ir""]",1
sc_atlas:26171,doi_exact,,all_11200_article_features.xlsx:文章主表,,,antiferromagnetic spin fluctuations,"[""Ir""]",1
sc_atlas:26170,doi_exact,,all_11200_article_features.xlsx:文章主表,,,antiferromagnetic spin fluctuations,"[""Ir""]",1
sc_atlas:26169,doi_exact,,all_11200_article_features.xlsx:文章主表,,,antiferromagnetic spin fluctuations,"[""Ir""]",1
sc_atlas:26173,doi_exact,,all_11200_article_features.xlsx:文章主表,,,antiferromagnetic spin fluctuations,"[""Ir""]",1
sc_atlas:26168,doi_exact,,all_11200_article_features.xlsx:文章主表,,,antiferromagnetic spin fluctuations,"[""Ir""]",1
sc_atlas:26166,doi_exact,,all_11200_article_features.xlsx:文章主表,,,antiferromagnetic spin fluctuations,"[""Ir""]",1
sc_atlas:26167,doi_exact,,all_11200_article_features.xlsx:文章主表,,,antiferromagnetic spin fluctuations,"[""Ir""]",1
sc_atlas:28697,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,,,"[""Co""]",1
sc_atlas:28696,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,,,"[""Co""]",1
sc_atlas:28695,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,,,"[""Co""]",1
sc_atlas:28691,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,,,"[""Co""]",1
sc_atlas:28694,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,,,"[""Co""]",1
sc_atlas:28693,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,,,"[""Co""]",1
sc_atlas:28698,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,,,"[""Co""]",1
sc_atlas:28692,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave,,,"[""Co""]",1
sc_atlas:31661,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31660,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31662,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:37492,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:37491,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:35322,doi_exact,,all_11200_article_features.xlsx:文章主表,,,strong electron-phonon coupling,,1
sc_atlas:24757,doi_exact,,all_11200_article_features.xlsx:文章主表,,extended s-wave state (or s_{\pm} state),antiferromagnetic spin fluctuations,,1
sc_atlas:28809,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:28810,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:28811,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:28812,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:28813,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:33611,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:33612,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:33610,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:15152,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:15153,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:29210,doi_exact,,all_11200_article_features.xlsx:文章主表,,d-wave,,"[""oxygen""]",1
sc_atlas:30864,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,Eliashberg theory,,1
sc_atlas:26822,doi_exact,,all_11200_article_features.xlsx:文章主表,,s_{\pm},,,1
sc_atlas:26823,doi_exact,,all_11200_article_features.xlsx:文章主表,,s_{\pm},,,1
sc_atlas:26821,doi_exact,,all_11200_article_features.xlsx:文章主表,,s_{\pm},,,1
sc_atlas:27808,doi_exact,,all_11200_article_features.xlsx:文章主表,,$s^{\pm}$-wave,,,1
sc_atlas:27809,doi_exact,,all_11200_article_features.xlsx:文章主表,,$s^{\pm}$-wave,,,1
sc_atlas:25111,doi_exact,,all_11200_article_features.xlsx:文章主表,,s_{\pm} state,,"[""K""]",1
sc_atlas:25110,doi_exact,,all_11200_article_features.xlsx:文章主表,,s_{\pm} state,,"[""K""]",1
sc_atlas:25112,doi_exact,,all_11200_article_features.xlsx:文章主表,,s_{\pm} state,,"[""K""]",1
sc_atlas:24161,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""neutron irradiation""]",1
sc_atlas:38519,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:38518,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:38517,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:38516,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:38515,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:38513,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:38514,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:38512,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:27506,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""extended s-pairing symmetries"",""s_{+/-} pairing""]",,"[""Co""]",1
sc_atlas:29085,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""extended s-wave"",""s_{\\pm}""]",,"[""Co""]",1
sc_atlas:29084,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""extended s-wave"",""s_{\\pm}""]",,"[""Co""]",1
sc_atlas:39791,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:39790,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:35400,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:15328,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:15329,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:20014,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:20012,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:20015,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:20011,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:33529,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:28554,doi_exact,,all_11200_article_features.xlsx:文章主表,charge density wave,,,,1
sc_atlas:17502,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17501,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17505,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17506,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:37633,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:35095,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:37871,doi_exact,,all_11200_article_features.xlsx:文章主表,spin density wave order,d_{x^{2}-y^{2}}-wave,,,1
sc_atlas:30880,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s_{\\pm}-wave"",""p-wave""]",,,1
sc_atlas:34258,doi_exact,,all_11200_article_features.xlsx:文章主表,,chiral p-wave,,"[""Ru deficiency""]",1
sc_atlas:34259,doi_exact,,all_11200_article_features.xlsx:文章主表,,chiral p-wave,,"[""Ru deficiency""]",1
sc_atlas:38386,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19406,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19405,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19403,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:35374,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""In""]",1
sc_atlas:35375,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""In""]",1
sc_atlas:38541,doi_exact,,all_11200_article_features.xlsx:文章主表,,A_u,,,1
sc_atlas:38538,doi_exact,,all_11200_article_features.xlsx:文章主表,,A_u,,,1
sc_atlas:38546,doi_exact,,all_11200_article_features.xlsx:文章主表,,A_u,,,1
sc_atlas:38537,doi_exact,,all_11200_article_features.xlsx:文章主表,,A_u,,,1
sc_atlas:38540,doi_exact,,all_11200_article_features.xlsx:文章主表,,A_u,,,1
sc_atlas:38547,doi_exact,,all_11200_article_features.xlsx:文章主表,,A_u,,,1
sc_atlas:38539,doi_exact,,all_11200_article_features.xlsx:文章主表,,A_u,,,1
sc_atlas:38543,doi_exact,,all_11200_article_features.xlsx:文章主表,,A_u,,,1
sc_atlas:38535,doi_exact,,all_11200_article_features.xlsx:文章主表,,A_u,,,1
